0,1693077907064,0
1,1693077908292,0
2,1693077908336,0
3,1693077908367,0
4,1693077908409,0
5,1693077908433,0
6,1693077908469,0
7,1693077908509,0
8,1693077908539,0
9,1693077908578,25,0,0,0,0,0,0,0,0,1,0.75,0.531886,0.308759,1097.25,39.4839,418.362,1097.25,2,0.75,0.516083,0.364019,1081.44,19.6285,293.188,1081.44,3,0.75,0.511129,0.526611,1175.09,14.7586,-62.3451,1175.09,4,0.75,0.51668,0.612733,1178.38,22.1817,-264.853,1178.38,5,0.75,0.514827,0.405241,1103.74,18.4688,208.524,1103.74,6,0.75,0.598818,0.4121,1201.39,133.977,210.543,1201.39,7,0.75,0.654481,0.528711,1309.55,228.301,-74.9623,1309.55,8,0.75,0.780248,0.610223,1233.45,390.1,-271.057,1233.45,9,0.75,0.807287,0.627747,1218.24,422.46,-310.276,1218.24,10,0,0,0,0,0,0,0,11,0.75,0.514827,0.405241,1103.74,18.4688,208.524,1103.74,12,0.75,0.388762,0.406312,1037.24,-130.21,193.745,1037.24,13,0.75,0.324438,0.553768,1065.01,-211.005,-114.166,1065.01,14,0.75,0.34981,0.683658,1016.33,-172.261,-372.144,1016.33,15,0.75,0.355179,0.711143,1006.6,-164.512,-423.739,1006.6,16,0,0,0,0,0,0,0,17,0.75,0.585359,0.640627,1232.66,118.742,-345.603,1232.66,18,0.75,0.611802,0.810724,1282.97,161.874,-794.799,1282.97,19,0.75,0.634227,0.938954,1363.15,206.489,-1192.97,1363.15,20,0,0,0,0,0,0,0,21,0.75,0.435818,0.647846,1181.38,-85.5692,-348.23,1181.38,22,0.75,0.468398,0.878129,1022.21,-36.4554,-770.63,1022.21,23,0,0.468398,1.07862,1022.21,-36.4554,-1179.23,1022.21,24,0,0,0,0,0,0,0
10,1693077908604,25,0,0,0,0,0,0,0,0,1,0.75,0.53317,0.310234,1096.2,41.034,414.738,1096.2,2,0.75,0.516226,0.3654,1080.05,19.7767,289.837,1080.05,3,0.75,0.51058,0.528257,1174.36,14.0217,-66.1594,1174.36,4,0.75,0.5168,0.614392,1177.95,22.3336,-268.65,1177.95,5,0.75,0.514796,0.40664,1102.47,18.4086,205.208,1102.47,6,0.75,0.609779,0.410617,1189.21,147.329,211.923,1189.21,7,0.75,0.64756,0.526459,1309.56,218.075,-69.0817,1309.56,8,0.75,0.768226,0.609666,1240.69,375.555,-271.268,1240.69,9,0.75,0.793984,0.627428,1226.91,407.051,-311.706,1226.91,10,0,0,0,0,0,0,0,11,0.75,0.514796,0.40664,1102.47,18.4086,205.208,1102.47,12,0.75,0.391778,0.408872,1029.88,-125.78,187.113,1029.88,13,0.75,0.328951,0.553481,1067.68,-206.097,-113.842,1067.68,14,0.75,0.349695,0.683527,1017.22,-172.545,-372.205,1017.22,15,0.75,0.354093,0.7111,1007.13,-165.834,-423.877,1007.13,16,0,0,0,0,0,0,0,17,0.75,0.585608,0.643341,1234.14,119.231,-352.694,1234.14,18,0.75,0.607795,0.813553,1284.31,156.236,-802.875,1284.31,19,0.75,0.65292,0.952443,1332.4,229.939,-1201.89,1332.4,20,0,0,0,0,0,0,0,21,0.75,0.43514,0.650909,1179.78,-86.3555,-354.964,1179.78,22,0.75,0.468882,0.882428,1019.24,-35.7925,-777.122,1019.24,23,0,0.468882,1.0835,1019.24,-35.7925,-1185.73,1019.24,24,0,0,0,0,0,0,0
11,1693077908632,25,0,0,0,0,0,0,0,0,1,0.75,0.5335,0.31132,1095.88,41.4305,412.244,1095.88,2,0.75,0.516101,0.366299,1078.79,19.6022,287.566,1078.79,3,0.75,0.510448,0.529463,1173.78,13.8393,-68.9482,1173.78,4,0.75,0.517056,0.615638,1177.46,22.6637,-271.465,1177.46,5,0.75,0.514671,0.407563,1101.33,18.2347,202.969,1101.33,6,0.75,0.608514,0.410816,1190.8,145.827,211.736,1190.8,7,0.75,0.648668,0.524578,1309.18,219.648,-64.1531,1309.18,8,0.75,0.76661,0.608913,1240.58,373.262,-269.385,1240.58,9,0.75,0.791781,0.626912,1226.86,403.985,-310.431,1226.86,10,0,0,0,0,0,0,0,11,0.75,0.514671,0.407563,1101.33,18.2347,202.969,1101.33,12,0.75,0.390651,0.409186,1028.9,-126.969,186.29,1028.9,13,0.75,0.332243,0.552327,1066.56,-201.919,-111.269,1066.56,14,0.75,0.348222,0.682667,1017.74,-174.323,-370.648,1017.74,15,0.75,0.351604,0.710251,1007.97,-168.803,-422.524,1007.97,16,0,0,0,0,0,0,0,17,0.75,0.586854,0.643793,1234.38,120.99,-353.878,1234.38,18,0.75,0.607756,0.813863,1286,156.385,-804.726,1286,19,0.75,0.657254,0.957096,1321.4,234.503,-1204.23,1321.4,20,0,0,0,0,0,0,0,21,0.75,0.434264,0.651686,1178.11,-87.3976,-356.283,1178.11,22,0.75,0.476112,0.885163,1008.29,-27.182,-774.274,1008.29,23,0,0.476112,1.08842,1008.29,-27.182,-1182.88,1008.29,24,0,0,0,0,0,0,0
12,1693077908668,25,0,0,0,0,0,0,0,0,1,0.75,0.533646,0.311824,1095.76,41.6057,411.096,1095.76,2,0.75,0.516018,0.366697,1078.16,19.4899,286.542,1078.16,3,0.75,0.510484,0.530172,1173.44,13.883,-70.5876,1173.44,4,0.75,0.517443,0.616348,1177.1,23.1716,-273.047,1177.1,5,0.75,0.514621,0.407975,1100.73,18.1618,201.952,1100.73,6,0.75,0.607688,0.410659,1192.03,144.866,212.327,1192.03,7,0.75,0.64827,0.523191,1307.86,218.839,-60.4698,1307.86,8,0.75,0.763572,0.608532,1242.55,369.593,-268.868,1242.55,9,0.75,0.788102,0.626689,1229.49,399.744,-310.548,1229.49,10,0,0,0,0,0,0,0,11,0.75,0.514621,0.407975,1100.73,18.1618,201.952,1100.73,12,0.75,0.390727,0.409533,1027.4,-126.697,185.309,1027.4,13,0.75,0.334843,0.551408,1065.17,-198.53,-109.173,1065.17,14,0.75,0.347764,0.682033,1016.71,-174.673,-368.991,1016.71,15,0.75,0.350498,0.709667,1007.02,-169.902,-420.954,1007.02,16,0,0,0,0,0,0,0,17,0.75,0.587529,0.643937,1234.1,121.903,-354.152,1234.1,18,0.75,0.608246,0.81407,1285.58,157.045,-804.994,1285.58,19,0.75,0.654939,0.948809,1343.25,234.871,-1201.95,1343.25,20,0,0,0,0,0,0,0,21,0.75,0.434501,0.651823,1178.58,-87.1171,-356.748,1178.58,22,0.75,0.480157,0.88471,1009.67,-22.6101,-774.422,1009.67,23,0,0.480157,1.08769,1009.67,-22.6101,-1183.02,1009.67,24,0,0,0,0,0,0,0
13,1693077908701,25,0,0,0,0,0,0,0,0,1,0.75,0.533276,0.313055,1095.27,41.1301,408.226,1095.27,2,0.75,0.515914,0.36684,1077.88,19.3578,286.161,1077.88,3,0.75,0.510526,0.530532,1173.35,13.9375,-71.4251,1173.35,4,0.75,0.517672,0.61675,1176.67,23.4664,-273.892,1176.67,5,0.75,0.514555,0.408126,1100.47,18.0756,201.575,1100.47,6,0.75,0.607602,0.410612,1191.82,144.724,212.4,1191.82,7,0.75,0.647566,0.522286,1306.16,217.517,-58.0357,1306.16,8,0.75,0.760775,0.6084,1244.66,366.294,-268.996,1244.66,9,0.75,0.784773,0.626654,1232.36,396.049,-311.188,1232.36,10,0,0,0,0,0,0,0,11,0.75,0.514555,0.408126,1100.47,18.0756,201.575,1100.47,12,0.75,0.390574,0.40933,1026.24,-126.731,185.514,1026.24,13,0.75,0.334866,0.550051,1063.25,-198.145,-106.1,1063.25,14,0.75,0.347279,0.680766,1016.28,-175.156,-366.266,1016.28,15,0.75,0.349901,0.708372,1006.89,-170.558,-418.299,1006.89,16,0,0,0,0,0,0,0,17,0.75,0.587645,0.643984,1233.57,122.012,-354.114,1233.57,18,0.75,0.608528,0.813945,1284.99,157.381,-804.302,1284.99,19,0.75,0.65186,0.940362,1364.28,233.806,-1197.78,1364.28,20,0,0,0,0,0,0,0,21,0.75,0.434129,0.651006,1178.56,-87.6108,-354.823,1178.56,22,0.75,0.479996,0.88279,1013.02,-22.8695,-773.117,1013.02,23,0,0.479996,1.0851,1013.02,-22.8695,-1181.72,1013.02,24,0,0,0,0,0,0,0
14,1693077908734,25,0,0,0,0,0,0,0,0,1,0.75,0.532971,0.313932,1094.9,40.7395,406.176,1094.9,2,0.75,0.515784,0.36689,1077.67,19.196,285.999,1077.67,3,0.75,0.510575,0.530703,1173.28,14.0015,-71.8201,1173.28,4,0.75,0.51803,0.616984,1176.19,23.9316,-274.328,1176.19,5,0.75,0.514471,0.408181,1100.27,17.9681,201.418,1100.27,6,0.75,0.607421,0.410555,1191.64,144.459,212.505,1191.64,7,0.75,0.647393,0.52153,1304.47,216.982,-55.9934,1304.47,8,0.75,0.759709,0.608,1245.41,365.015,-268.166,1245.41,9,0.75,0.783462,0.626288,1233.6,394.622,-310.6,1233.6,10,0,0,0,0,0,0,0,11,0.75,0.514471,0.408181,1100.27,17.9681,201.418,1100.27,12,0.75,0.390781,0.409254,1024.85,-126.319,185.418,1024.85,13,0.75,0.334975,0.549096,1061.1,-197.614,-103.865,1061.1,14,0.75,0.346998,0.679937,1015.66,-175.37,-364.362,1015.66,15,0.75,0.349533,0.707523,1006.57,-170.921,-416.462,1006.57,16,0,0,0,0,0,0,0,17,0.75,0.587743,0.643957,1232.94,122.086,-353.868,1232.94,18,0.75,0.608909,0.813647,1284.89,157.923,-803.478,1284.89,19,0.75,0.653743,0.946552,1347.84,233.854,-1199.99,1347.84,20,0,0,0,0,0,0,0,21,0.75,0.434086,0.65012,1178.52,-87.6647,-352.729,1178.52,22,0.75,0.480902,0.88118,1014.37,-21.8618,-770.887,1014.37,23,0,0.480902,1.08322,1014.37,-21.8618,-1179.48,1014.37,24,0,0,0,0,0,0,0
15,1693077908775,25,0,0,0,0,0,0,0,0,1,0.75,0.532724,0.31455,1094.62,40.4239,404.722,1094.62,2,0.75,0.51574,0.366914,1077.62,19.1421,285.932,1077.62,3,0.75,0.510631,0.530774,1173.17,14.0748,-71.9792,1173.17,4,0.75,0.518255,0.617127,1175.7,24.2203,-274.549,1175.7,5,0.75,0.514453,0.408207,1100.2,17.9445,201.348,1100.2,6,0.75,0.607279,0.410504,1191.56,144.259,212.613,1191.56,7,0.75,0.647093,0.520814,1303.81,216.43,-54.105,1303.81,8,0.75,0.759175,0.607361,1245.49,364.289,-266.597,1245.49,9,0.75,0.782863,0.625652,1233.83,393.861,-309.095,1233.83,10,0,0,0,0,0,0,0,11,0.75,0.514453,0.408207,1100.2,17.9445,201.348,1100.2,12,0.75,0.390972,0.409317,1024.79,-126.092,185.279,1024.79,13,0.75,0.335002,0.548477,1058.93,-197.177,-102.346,1058.93,14,0.75,0.346772,0.679485,1014.63,-175.451,-363.079,1014.63,15,0.75,0.349251,0.707071,1005.77,-171.106,-415.226,1005.77,16,0,0,0,0,0,0,0,17,0.75,0.587765,0.643908,1232.15,122.038,-353.521,1232.15,18,0.75,0.608617,0.813401,1284.81,157.488,-802.796,1284.81,19,0.75,0.654391,0.948801,1341.34,233.706,-1200.21,1341.34,20,0,0,0,0,0,0,0,21,0.75,0.434087,0.649386,1178.45,-87.6579,-350.983,1178.45,22,0.75,0.480561,0.880156,1014.67,-22.2595,-769.046,1014.67,23,0,0.480561,1.08213,1014.67,-22.2595,-1177.63,1014.67,24,0,0,0,0,0,0,0
16,1693077908800,25,0,0,0,0,0,0,0,0,1,0.75,0.532529,0.314992,1094.4,40.1753,403.678,1094.4,2,0.75,0.515745,0.36692,1077.56,19.1463,285.903,1077.56,3,0.75,0.510699,0.530731,1173.05,14.1637,-71.871,1173.05,4,0.75,0.518702,0.617058,1175.19,24.8032,-274.268,1175.19,5,0.75,0.514473,0.408215,1100.14,17.9683,201.319,1100.14,6,0.75,0.607432,0.41036,1191.2,144.421,212.888,1191.2,7,0.75,0.646899,0.520192,1303.04,216.017,-52.4571,1303.04,8,0.75,0.758489,0.606907,1245.94,363.456,-265.563,1245.94,9,0.75,0.782046,0.625212,1234.52,392.943,-308.185,1234.52,10,0,0,0,0,0,0,0,11,0.75,0.514473,0.408215,1100.14,17.9683,201.319,1100.14,12,0.75,0.391237,0.409356,1024.72,-125.776,185.186,1024.72,13,0.75,0.33494,0.547997,1056.69,-196.834,-101.118,1056.69,14,0.75,0.346576,0.679178,1013.53,-175.486,-362.067,1013.53,15,0.75,0.349023,0.706766,1004.9,-171.216,-414.256,1004.9,16,0,0,0,0,0,0,0,17,0.75,0.587636,0.643648,1231.23,121.768,-352.617,1231.23,18,0.75,0.608461,0.812817,1284.72,157.251,-801.243,1284.72,19,0.75,0.654464,0.950061,1336.64,232.999,-1199.36,1336.64,20,0,0,0,0,0,0,0,21,0.75,0.434406,0.64816,1178.35,-87.2275,-348.073,1178.35,22,0.75,0.480388,0.878448,1014.92,-22.463,-765.783,1014.92,23,0,0.480388,1.08036,1014.92,-22.463,-1174.36,1014.92,24,0,0,0,0,0,0,0
17,1693077908832,25,0,0,0,0,0,0,0,0,1,0.75,0.532381,0.315307,1094.23,39.9868,402.927,1094.23,2,0.75,0.515754,0.366918,1077.49,19.1566,285.89,1077.49,3,0.75,0.510752,0.530393,1173.24,14.2354,-71.0925,1173.24,4,0.75,0.519189,0.616574,1174.7,25.4384,-273.019,1174.7,5,0.75,0.51449,0.40821,1100.17,17.991,201.336,1100.17,6,0.75,0.606898,0.410276,1191.7,143.763,213.178,1191.7,7,0.75,0.646662,0.519697,1302.55,215.588,-51.1527,1302.55,8,0.75,0.758023,0.606475,1246.21,362.879,-264.548,1246.21,9,0.75,0.781515,0.624781,1234.94,392.337,-307.227,1234.94,10,0,0,0,0,0,0,0,11,0.75,0.51449,0.40821,1100.17,17.991,201.336,1100.17,12,0.75,0.39151,0.409386,1024.68,-125.456,185.119,1024.68,13,0.75,0.335184,0.547436,1056.58,-196.522,-99.926,1056.58,14,0.75,0.346515,0.678629,1013.29,-175.513,-360.87,1013.29,15,0.75,0.348899,0.706224,1004.63,-171.311,-413.059,1004.63,16,0,0,0,0,0,0,0,17,0.75,0.587248,0.643053,1229.7,121.078,-350.72,1229.7,18,0.75,0.607875,0.811602,1284.6,156.387,-798.057,1284.6,19,0.75,0.654959,0.952381,1327.43,232.135,-1197.24,1327.43,20,0,0,0,0,0,0,0,21,0.75,0.435555,0.647064,1178.22,-85.6887,-345.46,1178.22,22,0.75,0.479701,0.876665,1015.45,-23.2613,-762.569,1015.45,23,0,0.479701,1.07847,1015.45,-23.2613,-1171.13,1015.45,24,0,0,0,0,0,0,0
18,1693077908871,25,0,0,0,0,0,0,0,0,1,0.75,0.532261,0.315514,1094.09,39.8326,402.422,1094.09,2,0.75,0.515765,0.366913,1077.43,19.169,285.884,1077.43,3,0.75,0.510798,0.529664,1173.65,14.3015,-69.4121,1173.65,4,0.75,0.519741,0.615708,1174.18,26.1584,-270.872,1174.18,5,0.75,0.514505,0.408197,1100.31,18.0114,201.39,1100.31,6,0.75,0.60649,0.410173,1192.01,143.252,213.479,1192.01,7,0.75,0.646463,0.519266,1302.14,215.227,-50.0181,1302.14,8,0.75,0.757603,0.606106,1246.44,362.354,-263.679,1246.44,9,0.75,0.781033,0.624413,1235.3,391.779,-306.412,1235.3,10,0,0,0,0,0,0,0,11,0.75,0.514505,0.408197,1100.31,18.0114,201.39,1100.31,12,0.75,0.391812,0.409415,1024.63,-125.101,185.051,1024.63,13,0.75,0.335378,0.546974,1056.53,-196.282,-98.9473,1056.53,14,0.75,0.346582,0.678102,1013.82,-175.528,-359.994,1013.82,15,0.75,0.348937,0.705665,1005.27,-171.377,-412.203,1005.27,16,0,0,0,0,0,0,0,17,0.75,0.586946,0.642394,1228.12,120.504,-348.657,1228.12,18,0.75,0.607049,0.810942,1283.91,155.105,-795.936,1283.91,19,0.75,0.657822,0.960034,1304.61,232.36,-1196.57,1304.61,20,0,0,0,0,0,0,0,21,0.75,0.437596,0.646854,1178.04,-82.9624,-344.914,1178.04,22,0.75,0.478736,0.876793,1014.94,-24.355,-762.443,1014.94,23,0,0.478736,1.07869,1014.94,-24.355,-1170.98,1014.94,24,0,0,0,0,0,0,0
